OBJECTID,Site_Name,State,Operational_Status,Reporting_Component,Is_Joint_Base,latitude,longitude
1,Devens Reserve Forces Tng Area,ma,act,usar,no,42.532722222222226,-71.63205555555555
2,Fort Campbell,tn,act,usa,no,36.64263636363636,-87.59872727272729
3,NG Snake Creek TS Miramar,fl,act,armyNationalGuard,no,25.962750000000003,-80.3025
4,Piñon Canyon Maneuver Site,co,act,usa,no,37.52754166666667,-103.84145833333332
5,Stewart Annex,ny,act,usa,no,41.493249999999996,-74.09475
6,NG Sandson AASF,va,act,armyNationalGuard,no,37.493,-77.31325000000001
7,NG AASF02 Birmingham,al,act,armyNationalGuard,no,33.57125,-86.74975
8,Aliamanu Military Reservation,hi,act,usa,no,21.363750000000003,-157.909375
9,Allen Stagefield AL,al,act,usa,no,31.231250000000003,-85.6525
10,Anniston Army Depot,al,act,usa,no,33.636117647058825,-85.95017647058823
11,NG Arden Hills Army Training Site,mn,act,armyNationalGuard,no,45.09283333333334,-93.16199999999999
12,Arlington National Cemetery,va,act,usa,no,38.881125000000004,-77.07206249999999
14,NG Auburn Training Site,me,act,armyNationalGuard,no,44.087,-70.28399999999999
15,NG Bangor Training Site,me,act,armyNationalGuard,no,44.809416666666664,-68.83183333333334
17,NG Beightler Armory,oh,act,armyNationalGuard,no,40.0895,-83.06825
22,Naval Research Laboratory – Blossom Point,md,act,usa,no,38.4226,-77.0922
23,Blue Grass Army Depot,ky,act,usa,no,37.702625,-84.219
24,NG Bog Brook Training Site,me,act,armyNationalGuard,no,44.3983125,-70.9348125
25,NG Bremerton,wa,act,armyNationalGuard,no,47.554249999999996,-122.6815
26,Brown 4b Stagefield AL,al,act,usa,no,31.3865,-85.97200000000001
27,Cairns Basefield AL,al,act,usa,no,31.27388888888889,-85.72011111111111
29,NG Camp Ashland,ne,act,armyNationalGuard,no,41.07925,-96.33775
30,NG Camp Atterbury,in,act,armyNationalGuard,no,39.32133333333333,-86.04233333333333
32,Camp Dodge,ia,act,armyNationalGuard,no,41.8533103448276,-93.81485057471266
37,NG Camp Joseph T Robinson,ar,act,armyNationalGuard,no,34.86661538461538,-92.30107692307692
39,Camp MacKall,nc,act,usa,no,35.04046666666667,-79.47579999999999
43,NG State Military Reservation Camp Pendleton,va,act,armyNationalGuard,no,36.817499999999995,-75.981
44,NG Camp Perry Joint Training Center,oh,act,armyNationalGuard,no,41.544399999999996,-83.0222
47,NG Camp Ripley,mn,act,armyNationalGuard,no,46.221969696969694,-94.45731818181818
48,NG Camp Sherman Joint Training Center,oh,act,armyNationalGuard,no,39.35549999999999,-82.9555
49,NG Camp Smith Tng Site,ny,act,armyNationalGuard,no,41.3146,-73.9472
52,NG Camp Williams Tomah MTA,wi,act,armyNationalGuard,no,43.92824999999999,-90.2695
54,Carlisle Barracks,pa,act,usa,no,40.207125000000005,-77.1685
55,NG Carville Gillis Long Center,la,act,armyNationalGuard,no,30.19875,-91.1275
56,Military Ocean Terminal Concord,ca,act,usa,no,38.050792207792206,-122.01429870129873
58,NG CTC Camp Dawson-Kingwood,wv,act,armyNationalGuard,no,39.41423076923078,-79.67238461538462
59,NG CTC Fort Custer Trng Center,mi,act,armyNationalGuard,no,42.30839999999999,-85.3112
60,Camp Frank D Merrill,ga,act,usa,no,34.629000000000005,-84.10225
62,Defense Distrib Depot Susq,pa,act,usa,no,40.210499999999996,-76.83824999999999
63,Defense Supply Center Columbus,oh,act,usa,no,39.980000000000004,-82.90450000000001
64,Tooele Army Depot ,ut,act,usa,no,40.49689285714286,-112.38178571428571
65,Destin Moreno Point,fl,act,usa,no,30.41125,-86.49925000000002
66,Detroit Arsenal,mi,act,usa,no,42.497,-83.042
67,Dillingham Mil Res,hi,act,usa,no,21.578799999999998,-158.20104999999998
68,West Desert Test Center,ut,act,usa,no,40.17961111111111,-113.16216666666666
69,NG Duluth NG Armory,mn,act,armyNationalGuard,no,46.8335,-92.15899999999999
70,NG Edgemeade TS Mtn Home,id,act,armyNationalGuard,no,43.144,-115.654
71,NG Esler Field,la,act,armyNationalGuard,no,31.4,-92.299
73,NG Floyd Edsall Training Center,nv,act,armyNationalGuard,no,36.2872,-115.043
74,Fort Walker,va,act,usa,no,38.11788461538461,-77.26961538461538
75,Fort Belvoir,va,act,usa,no,38.71223404255319,-77.16248936170213
76,Fort Benjamin Harrison,in,clsd,usa,no,39.8610625,-86.01175
77,Fort Benning,ga,act,usa,no,32.37426829268293,-84.87263414634147
78,Fort Bliss,tx,act,usa,no,31.958466165413537,-106.31060150375941
79,Fort Buchanan,pr,act,usar,no,18.4145,-66.1225
80,Fort Carson,co,act,usa,no,38.639466666666664,-104.80713333333333
82,Fort De Russy,hi,act,usa,no,21.28175,-157.83375
83,Fort Detrick,md,act,usa,no,39.44425,-77.422
84,Fort Meade,md,act,usa,no,39.09045161290323,-76.74406451612903
85,Fort Eisenhower,ga,act,usa,no,33.380250000000004,-82.1995625
87,Fort Hamilton,ny,act,usa,no,40.60874999999999,-74.02725
88,Fort Cavazos,tx,act,usa,no,31.142976744186043,-97.71801162790698
89,Fort Huachuca,az,act,usa,no,31.57116,-110.31392
90,Fort Hunter Liggett,ca,act,usar,no,35.96237037037037,-121.20424074074073
92,Fort Jackson,sc,act,usa,no,34.05277777777777,-80.834
93,Fort Knox,ky,act,usa,no,37.90835555555555,-85.94493333333334
95,Fort Gregg-Adams,va,act,usa,no,37.26648,-77.33572
96,Fort Leonard Wood,mo,act,usa,no,37.697529411764705,-92.1584705882353
98,Fort McCoy,wi,act,usar,no,44.012884615384614,-90.69007692307693
99,Fort Monroe,va,care,usa,no,37.023875000000004,-76.30075
100,Joint Base Myer-Henderson Hall,va,act,usa,yes,38.873999999999995,-77.045375
101,NG Fort Barfoot MTC & FMS 15,va,act,armyNationalGuard,no,37.049076923076925,-77.9538717948718
102,Fort Johnson,la,act,usa,no,31.071511705685616,-93.13882608695653
103,Fort Riley,ks,act,usa,no,39.154761904761905,-96.81466666666665
104,Fort Novosel ,al,act,usa,no,31.418449999999996,-85.75880000000001
105,Fort Shafter,hi,act,usa,no,21.34125,-157.8855
106,Fort Sill,ok,act,usa,no,34.71233333333334,-98.50186666666667
107,Fort Stewart,ga,act,usa,no,31.98685714285714,-81.65071428571427
108,Fort Wainwright,ak,act,usa,no,64.31633540372671,-146.88216770186338
113,NG Ft Allen Rq 177,pr,act,armyNationalGuard,no,18.013166666666667,-66.50466666666667
114,NG Ft Ruger,hi,act,armyNationalGuard,no,21.263708333333334,-157.79975000000002
115,Goldberg Stagefield AL,al,act,usa,no,31.4145,-85.46375
116,NG Grand Island AASF/RC,ne,act,armyNationalGuard,no,40.961000000000006,-98.2985
117,Grand Prairie Reserve Complex,tx,act,usar,no,32.739999999999995,-96.95799999999998
118,Green River Test Complex UT,ut,semi,usa,no,38.969375,-110.11425
120,NG GUARNG Barrigada Complex,gu,act,armyNationalGuard,no,13.4745,144.8105
122,NG Hammond Airport,la,act,armyNationalGuard,no,30.5245,-90.41375
124,Hawthorne Army Depot,nv,act,usa,no,38.51678,-118.65317999999999
125,Helemano Military Reservation,hi,act,usa,no,21.538249999999998,-158.02075
126,NG Helena Aviation RC- AASF- C12,mt,act,armyNationalGuard,no,46.60775,-111.97000000000001
127,Highbluff Stagefield AL,al,act,usa,no,31.1515,-85.737
129,NG Hollis Plains Training Site,me,act,armyNationalGuard,no,43.666,-70.66600000000001
130,Holston Army Ammunition Plant,tn,act,usa,no,36.53118421052631,-82.59678947368423
131,Hunt Stagefield AL,al,act,usa,no,31.382500000000004,-85.58025
133,Indiana Army Ammunition Plant,in,clsd,usa,no,38.4518,-85.6014
134,NG Indianapolis 38 ID,in,act,armyNationalGuard,no,39.743249999999996,-86.228
135,Iowa Army Ammunition Plant,ia,act,usa,no,40.791000000000004,-91.25714285714287
136,NG ITC Camp San Luis Obisbo,ca,act,armyNationalGuard,no,35.33384615384615,-120.70230769230771
137,NG Jackson Airport Armory,tn,act,armyNationalGuard,no,35.59775,-88.912
138,NG Jackson Bks,la,act,armyNationalGuard,no,29.96041666666667,-90.00558333333333
139,Jefferson Proving Ground,in,clsd,usa,no,38.84640983606559,-85.40793442622949
140,NG Montgomery JFHQ AFRC / CSMS 01,al,act,armyNationalGuard,no,32.40475,-86.25850000000001
141,NG Johnson City Gray,tn,act,armyNationalGuard,no,36.420500000000004,-82.48899999999999
142,Kahuku Tng Area,hi,act,usa,no,21.666777777777774,-158.00255555555557
143,NG Kalaeloa,hi,act,armyNationalGuard,no,21.318083333333334,-158.06658333333334
144,Kawaihae Mil Reserve,hi,act,usa,no,20.0325,-155.82925
145,Kilauea Mil Reserve,hi,act,usa,no,19.4345,-155.27325
146,Kipapa Ammo Storage Site,hi,excs,usa,no,21.436375,-158.00475
147,Lake City Army Ammunition Plant,mo,act,usa,no,39.0952,-94.2588
148,Lake Of The Ozarks Recreation,mo,act,usa,no,38.086749999999995,-92.604
150,NG Lansing Joint Forces Readiness Center,mi,act,armyNationalGuard,no,42.7685,-84.56925
151,NG Las Cruces,nm,act,armyNationalGuard,no,32.276250000000005,-106.934
152,NG Lawrenceville,nj,act,armyNationalGuard,no,40.269,-74.746
153,Letterkenny Army Depot,pa,act,usa,no,40.009380952380944,-77.6732380952381
154,NG Lexington AASF No 1,ok,act,armyNationalGuard,no,35.025999999999996,-97.23250000000002
155,NG Lincoln AASF/Readiness Center,ne,act,armyNationalGuard,no,40.837500000000006,-96.75399999999999
156,Longhorn AAP,tx,excs,usa,no,32.6760625,-94.14085416666667
157,Louisville Stagefield AL,al,act,usa,no,31.8155,-85.65175
158,NG Anthony Cometa Complex,nv,act,armyNationalGuard,no,36.0175,-115.20125
161,Makua Mil Reserve,hi,act,usa,no,21.538538461538465,-158.22899999999998
162,NG Marseilles (MTA Tng Area),il,act,armyNationalGuard,no,41.2922,-88.67819999999999
164,McAlester Army Ammunition Plant,ok,act,usa,no,34.831888888888884,-95.93288888888888
165,NG McConnelsville Training Site,oh,act,armyNationalGuard,no,39.665,-81.84075
167,NG Mead TS/FMS 06/Utes 02,ne,act,armyNationalGuard,no,41.18788888888889,-96.46088888888887
168,Milan AAP,tn,act,usa,no,35.89844444444444,-88.68996296296297
169,Military Ocean Terminal Sunny Point,nc,act,usa,no,34.03624,-77.96108
170,NG Mitchell Complex,sd,act,armyNationalGuard,no,43.7625,-98.0435
171,NG MTA Camp Clark Nevada,mo,act,armyNationalGuard,no,37.8218,-94.295
173,NG MTA Camp Curtis Guil,ma,act,armyNationalGuard,no,42.55075,-71.07175
176,NG MTA Camp Santiago,pr,act,armyNationalGuard,no,18.026375,-66.27125
179,NG MTA Ft Wm Henry Harrison,mt,act,armyNationalGuard,no,46.62273333333333,-112.11540000000001
182,Camp Williams,ut,act,armyNationalGuard,no,40.4399375,-111.9805625
183,Camp Grayling,mi,act,armyNationalGuard,no,44.70958898305086,-84.67983898305083
184,Camp Roberts,ca,act,armyNationalGuard,no,35.754111111111115,-120.78816666666668
186,NG Nashville,tn,act,armyNationalGuard,no,36.09775,-86.7595
188,NG Alcantra Armory Complex,ak,act,armyNationalGuard,no,61.602999999999994,-149.3675
192,NG Youngstown Tng Site,ny,act,armyNationalGuard,no,43.2358,-78.976
193,NG Training Site,nh,act,armyNationalGuard,no,43.275,-71.12349999999999
194,NG Norman CSMS,ok,act,armyNationalGuard,no,35.26475,-97.48100000000001
195,Fort Irwin,ca,act,usa,no,35.300393939393935,-116.62124242424241
197,NG Santa Fe - Onate Complex TS,nm,act,armyNationalGuard,no,35.570875,-106.084125
198,NG Camp Orchard Cantonement Area,id,act,armyNationalGuard,no,43.299749999999996,-116.03975
199,Orchard Combat Training Center,id,act,armyNationalGuard,no,43.259217391304354,-116.13004347826084
201,NG Williamstown,wv,act,armyNationalGuard,no,39.35425,-81.44200000000001
202,Parks Reserve Forces Tng Area,ca,act,usar,no,37.72877777777777,-121.88833333333332
204,Pine Bluff Arsenal,ar,act,usa,no,34.3425,-92.10037500000001
205,Pohakuloa Training Area,hi,act,usa,no,19.767166666666665,-155.62666666666667
206,Presidio of Monterey,ca,act,usa,no,36.602000000000004,-121.9155
207,NG Thunderbird Youth Academy,ok,act,armyNationalGuard,no,36.295500000000004,-95.2885
208,Pueblo Chemical Depot,co,act,usa,no,38.31271428571428,-104.31542857142857
209,NG RW Shepherd Hope Hull,al,act,armyNationalGuard,no,32.289,-86.39425
210,Radford Army Ammunition Plant,va,act,usa,no,37.19146666666666,-80.53826666666666
211,NG Raleigh,nc,act,armyNationalGuard,no,35.80775,-78.71137499999999
212,NG Camp Ravenna Joint Military Training Center,oh,act,armyNationalGuard,no,41.20966666666667,-81.09866666666667
213,Red River Army Depot,tx,act,usa,no,33.4386,-94.34960000000001
214,Redstone Arsenal,al,act,usa,no,34.65942857142857,-86.65035714285713
215,Fort Detrick Forest Glen Annex,md,act,usa,no,39.009,-77.054625
216,Fort Detrick Glen Haven Annex,md,act,usa,no,39.033874999999995,-77.041625
217,NG Rickenbacker,oh,act,armyNationalGuard,no,39.806,-82.9525
218,NG Rio Rancho TS,nm,act,armyNationalGuard,no,35.3735,-106.65350000000001
219,Rivanna Station,va,act,usa,no,38.1565,-78.41475
220,Riverbank AAP,ca,clsd,usa,no,37.714,-120.9195
221,NG Rochester NGA and OMS 2,mn,act,armyNationalGuard,no,43.996500000000005,-92.43175
222,NG Rosemount NG Armory,mn,act,armyNationalGuard,no,44.747749999999996,-93.1275
223,Runkle Stagefield AL,al,act,usa,no,31.33925,-86.09175
225,NG Saint George/FMS 5B,ut,act,armyNationalGuard,no,37.034,-113.54700000000001
227,Savanna Depot Act,il,clsd,usa,no,42.212799999999994,-90.30020000000002
229,Scranton Army Ammunition Plant,pa,act,usa,no,41.40475,-75.6665
230,NG Sea Girt  NJ NGTC,nj,act,armyNationalGuard,no,40.12325,-74.0355
232,NG Shelbyville,in,act,armyNationalGuard,no,39.5785,-85.8115
233,Shell Basefield AL,al,act,usa,no,31.36375,-85.85
234,Sierra Army Depot,ca,act,usa,no,40.210454545454546,-120.13772727272726
237,Skelly Stagefield AL,al,act,usa,no,31.28725,-86.131
238,NG Camp Beauregard,la,act,armyNationalGuard,no,31.3755,-92.39450000000001
239,Combat Capabilities Development Command Soldier Center,ma,act,usa,no,42.2895,-71.36275
240,NG Sparta Armory,il,act,armyNationalGuard,no,38.153999999999996,-89.72887499999999
241,NG Spring City Readiness Center,pa,act,armyNationalGuard,no,40.19025,-75.5555
242,NG Springfield (TS Cp Lincoln),il,act,armyNationalGuard,no,39.82525,-89.66874999999999
243,NG St Cloud AASF,mn,act,armyNationalGuard,no,45.53975,-94.05525
244,NG St Cloud NG Armory,mn,act,armyNationalGuard,no,45.565,-94.176
245,Stinson 5AB Stagefield AL,al,act,usa,no,31.359250000000003,-86.0135
247,Tac X Stagefield AL,al,act,usa,no,31.121750000000002,-85.97875
248,Tobyhanna Army Depot,pa,act,usa,no,41.196666666666665,-75.42666666666666
250,Toth Stagefield AL,al,act,usa,no,31.23,-85.55924999999999
251,Tripler Army Medical Center,hi,act,usa,no,21.360416666666666,-157.887
252,NG Los Alamitos JFTB,ca,act,armyNationalGuard,no,33.7918,-118.05199999999999
254,NG TS Camp Johnson,vt,act,armyNationalGuard,no,44.501000000000005,-73.16625
255,NG TS Mark Twain Natl Forest Wapp,mo,act,armyNationalGuard,no,36.89483333333334,-90.28666666666669
258,NG TS Keaukaha Mil Res,hi,act,armyNationalGuard,no,19.709625000000003,-155.042375
259,Joint Systems Manufacturing Center - Lima,oh,act,usa,no,40.699250000000006,-84.138
260,Adelphi Laboratory Center,md,act,usa,no,39.031,-76.964
261,USA Field Station Kunia,hi,act,usa,no,21.475500000000004,-158.05349999999999
262,Joliet USARC/JTA,il,act,usar,no,41.423249999999996,-88.14408333333334
263,USMCB Camp Pendleton,ca,act,usar,no,33.21275,-117.398
265,NG VTS Catoosa,ga,act,armyNationalGuard,no,34.9435,-85.05675
267,NG VTS Smyrna,tn,act,armyNationalGuard,no,36.01353846153846,-86.50307692307692
268,W Silver Spring Complex,wi,act,usar,no,43.122,-87.97825
272,NG West Camp,sd,act,armyNationalGuard,no,44.073,-103.30675
273,West Point Military Reservation,ny,act,usa,no,41.37079411764706,-74.00358823529412
274,NG Westminster Training Site,vt,act,armyNationalGuard,no,43.08625,-72.45025
276,White Sands Missile Range,nm,act,usa,no,33.07150000000001,-106.45942647058824
277,Yuma Proving Ground,az,act,usa,no,33.01275,-114.15682499999998
279,NG MTA Camp Butner,nc,act,armyNationalGuard,no,36.18659999999999,-78.78320000000001
280,NG Springfield AVCRAD (New),mo,act,armyNationalGuard,no,37.25375,-93.39175
281,Muscatatuck Urban Training Center,in,act,armyNationalGuard,no,39.0536,-85.52720000000001
282,NG Cambridge Springs Readiness Center and FMS 5,pa,act,armyNationalGuard,no,41.79325,-80.049
285,NG Jackson County AFRC,wv,act,armyNationalGuard,no,38.89725,-81.83737500000001
286,NG Elkins AFRC,wv,act,armyNationalGuard,no,38.9555,-79.979
287,NG Muskogee AFRC,ok,act,armyNationalGuard,no,35.66074999999999,-95.37275
288,NG Clarke Range Complex,al,act,armyNationalGuard,no,33.71557142857143,-85.9472857142857
289,NG Collegeville FMS 4,pa,act,armyNationalGuard,no,40.21475,-75.42725000000002
291,NG Knightstown,in,act,armyNationalGuard,no,39.7735,-85.51525000000001
292,Fort Bragg,nc,act,usa,no,35.16794117647059,-79.03186274509804
293,March ARB,ca,act,afr,no,33.88194444444444,-117.27405555555555
294,Tinker Air Force Base,ok,act,usaf,no,35.40261538461539,-97.38584615384616
295,Dover Air Force Base,de,act,usaf,no,39.121,-75.4647894736842
296,Schriever Space Force Base,co,act,usaf,no,38.80219999999999,-104.523
298,Minn-St Paul,mn,act,afr,no,44.8945,-93.21199999999999
299,Dobbins ARB,ga,act,afr,no,33.91751219512195,-84.52612195121952
300,McGhee Tyson Airport,tn,act,airNationalGuard,no,35.814625,-84.0
301,Keesler AFB,ms,act,usaf,no,30.410624999999996,-88.91041666666666
302,Dyess Air Force Base,tx,act,usaf,no,32.43518181818182,-99.84854545454546
303,Westover ARB,ma,act,afr,no,42.19728571428572,-72.53985714285714
305,Grissom ARB,in,act,afr,no,40.6601,-86.14129999999999
307,Maxwell-Gunter Air Force Base,al,act,usaf,no,32.39915384615385,-86.28961538461539
308,Moody Air Force Base,ga,act,usaf,no,30.981173913043477,-83.18495652173915
309,Whiteman Air Force Base,mo,act,usaf,no,38.734307692307695,-93.5706153846154
310,Hanscom Air Force Base,ma,act,usaf,no,42.468625,-71.2825
311,Wright-Patterson Air Force Base,oh,act,usaf,no,39.80072222222222,-84.07188888888889
312,McConnell AFB,ks,act,usaf,no,37.62820000000001,-97.24759999999999
313,Barksdale Air Force Base,la,act,usaf,no,32.5058888888889,-93.60666666666667
314,Little Rock Air Force Base,ar,act,usaf,no,34.9004,-92.1425
315,Sheppard AFB,tx,act,usaf,no,33.984899999999996,-98.5092
316,Laughlin AFB,tx,act,usaf,no,29.30758823529412,-100.71541176470589
319,Hill Air Force Base,ut,act,usaf,no,41.122368421052634,-111.97484210526315
320,Joint Base San Antonio,tx,act,usaf,yes,29.530580882352943,-98.34605147058825
321,USAF Academy Auxiliary Airfield,co,act,usaf,no,38.7655,-104.30250000000001
324,Eglin Air Force Base,fl,act,usaf,no,30.369106250000005,-86.32619374999999
326,Tyndall Air Force Base,fl,act,usaf,no,30.05771875,-85.57284375
327,Cheyenne Mountain Space Force Station,co,act,usaf,no,38.742999999999995,-104.8415
328,Peterson Space Force Base,co,act,usaf,no,38.8269,-104.69009999999999
329,Davis-Monthan Air Force Base,az,act,usaf,no,32.1641,-110.85
330,Seymour Johnson Air Force Base,nc,act,usaf,no,35.34583333333333,-77.96066666666667
331,Charlotte/Douglas IAP,nc,act,airNationalGuard,no,35.2155,-80.92975
332,Dare County Range,nc,act,usaf,no,35.70469999999999,-75.8884
333,Blakeslee Air Force Recreation Area,nc,act,usaf,no,33.9815,-77.916
334,St Louis Air Force Station,mo,act,usaf,no,38.590625,-90.208375
335,W K Kellogg,mi,act,airNationalGuard,no,42.316,-85.25099999999999
336,Eglin AFB Site 2 Santa Rosa Island,fl,act,usaf,no,30.396,-86.706
338,Poinsett Electronic Combat Range,sc,act,usaf,no,33.80416666666667,-80.48199999999999
339,New Boston Air Station,nh,act,usaf,no,42.9388,-71.6366
340,Hurlburt Field,fl,act,usaf,no,30.43683333333333,-86.69816666666667
341,Robins AFB,ga,act,usaf,no,32.6198,-83.5846
342,Joint Base Andrews,md,act,usaf,yes,38.81033333333334,-76.87150000000001
343,Vance Air Force Base,ok,act,usaf,no,36.3323,-97.9154
344,Newington Defense Fuel Support Point,nh,act,usaf,no,43.105999999999995,-70.7955
345,Mountain Home Air Force Base,id,act,usaf,no,43.0524,-115.87179999999998
346,Clear Space Force Station,ak,act,usaf,no,64.29242857142857,-149.16028571428572
348,Cavalier Space Force Station,nd,act,usaf,no,48.72475,-97.90525
349,DFAS Annex,me,act,usaf,no,46.933,-67.8945
350,Saylor Creek Air Force Range,id,act,usaf,no,42.6998,-115.5409
351,Cannon AFB Site 2,nm,act,usaf,no,34.4095,-103.32849999999999
352,Pittsburgh IAP ARS,pa,act,afr,no,40.495125,-80.211
353,Arnold Air Force Base,tn,act,usaf,no,35.35376,-86.06388000000001
354,Scott Air Force Base,il,act,usaf,no,38.544,-89.857
355,The Farish Memorial Recreational Annex,co,act,usaf,no,38.997625,-104.99937499999999
356,Eglin Air Force Auxiliary Field 6,fl,act,usaf,no,30.6358,-86.742
357,Oliktok Long Range Radar Site,ak,act,usaf,no,70.49925,-149.877
358,Birch Lake Recreation Annex,ak,act,usaf,no,64.318,-146.64525
359,Holloman Air Force Base,nm,act,usaf,no,32.89733333333333,-106.1179696969697
360,King Salmon Long Range Radar Site,ak,act,usaf,no,58.68308333333332,-156.63710416666666
361,The Barry M Goldwater Air Force Range,az,act,usaf,no,32.649666666666675,-112.8934074074074
362,Los Angeles Air Force Base,ca,act,usaf,no,33.988125,-118.41499999999999
363,Niagara Falls,ny,act,afr,no,43.11125,-78.936625
364,MacDill Air Force Base,fl,act,usaf,no,27.856899999999996,-82.50559999999999
365,Haarp Research Station,ak,act,usaf,no,62.40200000000001,-145.14600000000002
366,Vandenberg Space Force Base,ca,act,usaf,no,34.70694594594595,-120.54121621621623
367,Columbus Air Force Base,ms,act,usaf,no,33.38909090909091,-88.50127272727273
368,Fort Yukon Long Range Radar Site,ak,act,usaf,no,66.56075,-145.2035
369,Los Angeles Space Force Annex No4,ca,act,usaf,no,33.85875,-118.23599999999999
370,Bellows,hi,act,usaf,no,21.3625,-157.71025
371,Point Barrow Long Range Radar Site,ak,act,usaf,no,71.328,-156.63175
372,Norwalk 2,ca,act,afr,no,33.891999999999996,-118.07
374,Kegelman Air Force Auxiliary Field,ok,act,usaf,no,36.73616666666667,-98.1225
376,Air Force Maui Optical and Supercomputing Site,hi,act,usaf,no,20.747749999999996,-156.4355
377,Marine Corps Logistics Base Albany,ga,act,usmc,no,31.551,-84.0606
381,Marine Corps Air Station Beaufort,sc,act,usmc,no,32.467126436781605,-80.72111494252874
383,Bridgeport,ca,act,usmc,no,38.35551428571429,-119.52719999999998
384,Marine Corps Air Station Cherry Point,nc,act,usmc,no,34.914857142857144,-76.7330238095238
390,Marine Corps Air Station New River,nc,act,usmc,no,34.67638775510204,-77.4438775510204
393,Syracuse MCRC,ny,act,usmcr,no,43.09925,-76.12275
398,Marine Corps Air Ground Combat Center Twentynine Palms,ca,act,usmc,no,34.466526315789466,-116.2518947368421
399,Marine Corps Air Station Yuma,az,act,usmc,no,32.66077777777778,-114.59055555555557
400,Barry Goldwater Range,az,act,usmc,no,32.611105263157896,-113.95836842105263
402,Elizabeth Rvr Channel,va,act,usn,no,36.8675,-76.333
403,CSO Barbers Point HI,hi,care,usn,no,21.318107142857144,-158.0540357142857
404,Makaha Ridge,hi,act,usn,no,22.13075,-159.72475
405,Pacific Missile Range Facility,hi,act,usn,no,22.0375,-159.77689999999998
406,NNSY St Helena,va,act,usn,no,36.826,-76.289
407,St Juliens Creek East,va,act,usn,no,36.790000000000006,-76.30950000000001
408,NAVSUPPACT Norfolk NSY,va,act,usn,no,36.81975,-76.298
409,Naval Station Great Lakes IL,il,act,usn,no,42.312,-87.839
410,Naval Submarine Base New London,ct,act,usn,no,41.40325,-72.08212499999999
411,Allegany Ballistics Lab,wv,act,usn,no,39.548500000000004,-78.84875
412,Naval Station Newport,ri,act,usn,no,41.53125,-71.31325000000001
413,Naval Air Station Oceana Dam Neck Annex,va,act,usn,no,36.78566666666667,-75.96744444444444
414,Gould Island RI,ri,act,usn,no,41.537,-71.34525000000001
415,NWIRP Bedford MA,ma,clsd,usn,no,42.477,-71.289
416,Northwest Chesapeake VA,va,act,usn,no,36.561,-76.26559999999999
417,Cheatham Annex,va,act,usn,no,37.28425,-76.626
418,NNSY South Gate,va,act,usn,no,36.80475,-76.29575
419,Portsmouth Naval Shipyard,me,act,usn,no,42.996750000000006,-71.07537500000001
420,Naval Weapons Station Yorktown,va,act,usn,no,37.24235714285714,-76.5442857142857
421,Det Phil Pny Annex,pa,act,usn,no,39.89041666666666,-75.17405555555555
422,Waterfront,nj,act,usn,no,40.421749999999996,-74.07025
423,Fort Sheridan,il,act,usn,no,42.213125000000005,-87.804
424,Joint Expeditionary Base Little Creek-Fort Story,va,act,usn,yes,36.91057142857142,-76.10090476190477
425,Craney Island,va,act,usn,no,36.88875,-76.36699999999999
426,NSA Saratoga Springs NY,ny,act,usn,no,43.0805,-73.82225
427,Lafayette Rvr Complex,va,act,usn,no,36.902,-76.30175
428,Pittsburgh IAP ANG,pa,act,airNationalGuard,no,40.49425,-80.21075
429,Naval Support Activity Crane,in,act,usn,no,38.835181818181816,-86.79036363636364
430,Bratenahl,oh,act,usn,no,41.542625,-81.62625
431,Naval Weapons Station Earle NJ,nj,act,usn,no,40.257799999999996,-74.1594
432,Fort Adams RI,ri,act,usn,no,41.47575,-71.33975
433,Naval Station Norfolk,va,act,usn,no,36.94,-76.299125
434,Naval Air Station Oceana,va,act,usn,no,36.82536363636363,-76.03245454545454
435,Yorktown Fuel Depot,va,act,usn,no,37.21724999999999,-76.4875
436,NAVMEDCEN Portsmouth VA,va,act,usn,no,36.84625,-76.3065
437,SDA Area,va,act,usn,no,36.920500000000004,-76.31575000000001
438,Redington Township,me,act,usn,no,44.98384615384616,-70.434
439,NAVSUPPACT Hampton Roads VA,va,act,usn,no,36.924,-76.30075
440,Fire Fighters School,va,act,usn,no,36.922,-76.32300000000001
441,GL Camp JPJ,il,act,usn,no,42.29925,-87.854
442,ALF Fentress Chesapke,va,act,usn,no,36.69566666666667,-76.1355
443,Naval Support Activity Philadelphia,pa,act,usn,no,40.04125,-75.09475
444,Glenview,il,act,usn,no,42.0915,-87.837
445,Selfridge ANGB,mi,act,airNationalGuard,no,42.6162,-82.8305
446,Naval Base Guam,gu,act,usn,yes,13.461906542056077,144.76290654205607
447,Andersen Air Force Base,gu,act,usn,no,13.613285714285713,144.892
448,Sea Plane Base,wa,act,usn,no,48.288333333333334,-122.61244444444444
449,Naval Weapons Systems Training Facility Boardman,or,act,usn,no,45.73180952380953,-119.70433333333332
450,Naval Logistics Support Activity - Ketchikan,ak,act,usn,no,55.540499999999994,-131.75924999999998
